Frame Count,Frame ID,Time(in milliseconds),E1_Dv1_(x,y),E1_Dv2_(x,y),E2_Dv1_(x,y),E2_Dv2_(x,y),E3_Dv1_(x,y),E3_Dv2_(x,y),D1,D2,D3
0,60.0,2059.311111111111, 860,565, 864,668, 557,565, 558,641, 286,534, 275,609, 
1,66.0,2259.2444444444445, 854,564, 842,667, 560,566, 556,640, 281,532, 273,615, 
2,72.0,2459.166666666667, 863,565, 854,667, 564,565, 555,640, 274,537, 272,610, 
3,78.0,2659.077777777778, 856,567, 848,670, 541,565, 545,639, 280,532, 258,611, 
4,84.0,2859.0444444444447, 852,563, 848,667, 542,557, 545,637, 268,526, 264,605, 
5,90.0,3058.9333333333334, 851,561, 848,669, 541,556, 551,636, 276,524, 270,600, 
6,96.0,3258.855555555556, 853,560, 843,670, 544,556, 554,637, 258,517, 255,601, 
7,102.0,3458.811111111111, 852,557, 845,666, 544,555, 546,632, 264,510, 260,598, 
8,108.0,3658.711111111111, 858,556, 853,667, 553,554, 551,636, 268,505, 264,593, 
9,114.0,3858.7000000000003, 851,557, 857,666, 555,550, 554,633, 251,500, 261,590, 
10,120.0,4091.8888888888887, 854,554, 849,665, 541,548, 549,628, 257,496, 250,587, 
11,126.0,4291.8, 853,556, 841,667, 548,547, 543,629, 255,494, 249,583, 
12,132.0,4491.7444444444445, 855,556, 849,666, 533,544, 543,627, 260,493, 245,581, 
13,138.0,4691.655555555556, 854,551, 834,660, 551,546, 545,626, 258,491, 263,585, 
14,144.0,4891.5777777777785, 856,558, 857,667, 545,540, 560,631, 260,485, 269,579, 
15,150.0,5091.511111111111, 856,549, 848,665, 547,543, 543,625, 250,479, 244,580, 
16,156.0,5291.455555555556, 860,553, 855,665, 556,540, 541,626, 271,484, 258,582, 
17,162.0,5491.355555555556, 859,549, 861,663, 552,539, 557,626, 288,483, 289,585, 1055,6, 
18,168.0,5691.277777777777, 851,550, 858,666, 567,540, 557,624, 273,473, 278,580, 
19,174.0,5891.211111111112, 855,546, 849,663, 550,534, 551,619, 298,479, 293,580, 
20,180.0,6091.122222222222, 870,548, 855,662, 565,536, 563,622, 299,475, 299,582, 
21,186.0,6291.1, 871,546, 878,665, 574,535, 582,622, 312,480, 318,584, 
22,192.0,6490.977777777778, 869,547, 866,665, 590,533, 577,622, 335,491, 330,584, 
23,198.0,6690.9, 873,541, 859,663, 568,527, 577,620, 322,478, 321,583, 
24,204.0,6890.822222222223, 874,544, 864,664, 578,526, 584,619, 292,466, 289,576, 
25,210.0,7090.800000000001, 872,540, 861,661, 562,521, 569,616, 305,467, 296,575, 
26,216.0,7290.677777777778, 868,538, 864,660, 586,520, 591,616, 325,473, 329,581, 1051,2, 
27,222.0,7490.633333333333, 878,536, 870,661, 577,516, 568,613, 307,462, 304,574, 
28,228.0,7690.522222222223, 885,536, 863,661, 583,518, 580,615, 326,471, 325,574, 
29,234.0,7890.455555555555, 879,528, 875,658, 589,514, 581,607, 313,460, 307,571, 
30,240.0,8090.388888888889, 874,530, 876,660, 609,513, 604,607, 322,466, 312,573, 
31,246.0,8290.300000000001, 875,529, 870,657, 601,507, 595,610, 336,470, 338,577, 
32,252.0,8490.222222222223, 875,527, 871,656, 596,507, 585,607, 349,479, 344,579, 
33,258.0,8690.144444444444, 888,530, 878,659, 600,505, 593,610, 322,463, 336,580, 
34,264.0,8890.122222222222, 887,529, 879,656, 614,504, 610,604, 349,472, 345,582, 
35,270.0,9089.988888888889, 882,526, 883,661, 633,499, 625,608, 358,479, 346,581, 
36,276.0,9289.922222222223, 892,528, 894,662, 630,498, 629,609, 351,477, 336,581, 
37,282.0,9489.844444444445, 899,527, 878,659, 627,495, 620,614, 348,470, 345,581, 
38,288.0,9689.777777777777, 898,528, 890,659, 633,496, 622,612, 334,461, 349,582, 
39,294.0,9889.7, 903,525, 885,660, 620,500, 615,609, 354,469, 341,578, 
40,300.0,10089.622222222222, 906,529, 890,659, 603,500, 599,607, 360,473, 361,582, 
41,306.0,10289.544444444446, 926,528, 900,660, 605,499, 601,603, 329,458, 314,567, 
42,312.0,10489.477777777778, 904,527, 890,655, 628,498, 612,605, 352,464, 323,572, 
43,318.0,10689.400000000001, 915,527, 897,657, 626,498, 624,602, 348,462, 343,581, 
44,324.0,10889.444444444445, 910,523, 908,658, 589,500, 600,608, 329,453, 323,575, 
45,330.0,11089.244444444445, 901,524, 890,654, 592,496, 592,607, 348,461, 341,582, 
46,336.0,11289.166666666666, 913,527, 895,656, 640,496, 630,603, 361,466, 352,576, 
47,342.0,11489.08888888889, 910,523, 908,660, 644,497, 639,601, 368,468, 352,580, 
48,348.0,11689.022222222222, 921,525, 919,663, 641,495, 636,605, 380,472, 360,585, 
49,354.0,11888.955555555556, 926,533, 925,666, 650,495, 640,605, 379,469, 361,583, 
50,360.0,12088.866666666669, 931,521, 923,664, 649,492, 648,604, 383,471, 361,586, 
51,366.0,12288.78888888889, 938,525, 928,667, 664,494, 649,605, 387,474, 360,589, 
52,372.0,12488.722222222223, 934,523, 931,669, 661,493, 661,607, 394,478, 384,593, 
53,378.0,12688.711111111112, 946,522, 941,668, 669,494, 663,606, 394,480, 384,598, 
54,384.0,12888.566666666668, 935,520, 932,670, 658,490, 656,605, 400,480, 385,596, 
55,390.0,13088.488888888889, 976,542, 940,668, 658,491, 657,604, 402,483, 389,599, 
56,396.0,13288.466666666667, 970,539, 944,668, 663,492, 664,606, 405,482, 394,595, 
57,402.0,13488.344444444445, 980,542, 936,673, 675,493, 665,607, 414,487, 400,594, 
58,408.0,13688.266666666666, 983,544, 947,672, 670,492, 666,604, 414,489, 396,595, 
59,414.0,13888.2, 987,546, 950,671, 670,496, 667,608, 415,491, 398,598, 
60,420.0,14088.111111111111, 945,673, 973,540, 668,492, 664,606, 389,479, 398,598, 
61,426.0,14288.055555555557, 979,543, 953,673, 671,494, 675,603, 411,486, 406,595, 
62,432.0,14487.966666666667, 988,544, 957,673, 672,491, 678,608, 414,490, 396,601, 
63,438.0,14687.888888888889, 986,545, 950,670, 679,491, 671,605, 416,486, 405,598, 
64,444.0,14887.833333333334, 975,543, 949,675, 683,489, 675,608, 415,484, 406,600, 
65,450.0,15087.733333333334, 981,545, 942,672, 670,490, 669,606, 411,487, 396,599, 
66,456.0,15287.655555555557, 945,523, 939,671, 671,493, 685,607, 406,485, 399,599, 
67,462.0,15487.744444444445, 950,522, 937,672, 666,492, 660,612, 418,491, 404,602, 
68,468.0,15687.577777777778, 950,523, 934,674, 666,494, 663,609, 411,487, 408,601, 
69,474.0,15887.433333333334, 956,528, 937,676, 688,494, 674,610, 412,483, 395,602, 
70,480.0,16087.355555555558, 943,520, 940,671, 693,495, 679,609, 416,485, 413,603, 
71,486.0,16287.311111111112, 952,523, 942,675, 679,493, 676,610, 424,488, 410,606, 
72,492.0,16487.21111111111, 974,537, 941,676, 678,494, 665,613, 410,487, 410,608, 
73,498.0,16687.133333333335, 969,539, 947,679, 680,497, 673,615, 409,489, 405,606, 
74,504.0,16887.055555555555, 977,540, 946,678, 661,497, 666,615, 426,488, 405,610, 